CountryName,CountryCode,Indicator Name,Indicator Code,yr1960,yr1961,yr1962,yr1963,yr1964,yr1965,yr1966,yr1967,yr1968,yr1969,yr1970,yr1971,yr1972,yr1973,yr1974,yr1975,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984,yr1985,yr1986,yr1987,yr1988,yr1989,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016
Croatia,HRV,Rural population (% of total population),SP.RUR.TOTL.ZS,69.846,68.96,67.999,67.021,66.028,65.023,64.003,62.97,61.924,60.87,59.804,58.758,57.794,56.827,55.853,54.874,53.891,52.907,51.919,50.93,49.939,49.112,48.761,48.41,48.059,47.709,47.359,47.009,46.659,46.31,45.961,45.665,45.525,45.386,45.247,45.108,44.969,44.83,44.691,44.552,44.413,44.275,44.124,43.96,43.783,43.594,43.392,43.178,42.952,42.713,42.463,42.2,41.926,41.641,41.344,41.036,40.716
Haiti,HTI,Rural population (% of total population),SP.RUR.TOTL.ZS,84.407,84.025,83.635,83.238,82.832,82.42,81.999,81.571,81.134,80.69,80.238,79.778,79.677,79.65,79.623,79.596,79.569,79.541,79.514,79.487,79.459,79.432,79.405,78.64,77.703,76.739,75.745,74.723,73.671,72.595,71.49,70.359,69.2,68.61,68.013,67.41,66.8,66.208,65.611,65.008,64.4,62.749,61.065,59.355,57.619,55.916,54.244,52.61,51.02,49.477,47.984,46.544,45.159,43.832,42.564,41.355,40.206
Hungary,HUN,Rural population (% of total population),SP.RUR.TOTL.ZS,44.089,43.665,43.242,42.819,42.397,41.978,41.559,41.141,40.724,40.309,39.888,39.461,39.035,38.612,38.19,37.769,37.35,36.934,36.52,36.107,35.809,35.628,35.447,35.266,35.085,34.905,34.726,34.547,34.368,34.19,34.162,34.287,34.413,34.539,34.665,34.791,34.917,35.044,35.171,35.298,35.425,35.33,34.919,34.511,34.104,33.646,33.137,32.632,32.13,31.634,31.141,30.652,30.168,29.694,29.229,28.773,28.328
IBRD only,IBD,Rural population (% of total population),SP.RUR.TOTL.ZS,74.01884016,73.44755131,72.91954957,72.44045748,71.95280592,71.7278721,71.51769945,71.29344309,71.07283654,70.86187619,70.65618296,70.4397496,70.18417506,69.88670895,69.54343263,69.18901986,68.84331287,68.49187739,68.02910864,67.46066842,66.88856332,66.30021004,65.73056608,65.2095975,64.67495225,64.14174256,63.61550619,63.09843762,62.58353233,62.0816082,61.59584037,61.09683719,60.59584202,60.09052625,59.58329661,59.0750984,58.56636971,58.0511795,57.5284107,57.00076428,56.46523136,55.88421967,55.24748159,54.60222448,53.95047891,53.29596721,52.65105369,52.0113357,51.36849124,50.72431682,50.07773507,49.429609,48.78754415,48.15563515,47.53602358,46.92928559,46.33695113
IDA & IBRD total,IBT,Rural population (% of total population),SP.RUR.TOTL.ZS,76.05761253,75.55378677,75.07614629,74.62792906,74.17232804,73.9343602,73.70769947,73.4671468,73.22757678,72.9924006,72.76004745,72.51066788,72.22780253,71.90896392,71.552536,71.24876512,70.89106131,70.52932747,70.07422214,69.53823068,68.99650915,68.4459464,67.92944187,67.4505006,66.95789663,66.46365342,65.97479637,65.49310319,65.01357572,64.54794927,64.09632229,63.64778726,63.20270401,62.75765149,62.3179979,61.87856024,61.4389059,60.99242729,60.5410975,60.08651387,59.62578271,59.11703432,58.56167556,57.99882373,57.42960283,56.85591379,56.28813745,55.72262039,55.15122905,54.57867557,54.00562003,53.43251135,52.86414309,52.30423329,51.75361611,51.2122879,50.68099343
IDA total,IDA,Rural population (% of total population),SP.RUR.TOTL.ZS,86.31396218,86.00773133,85.70208141,85.38315935,85.05367359,84.71701559,84.38141332,84.02255096,83.65291338,83.26994633,82.88411072,82.45633806,82.01725469,81.56626215,81.10701609,80.98762521,80.50449854,80.01526772,79.51255632,79.04073931,78.54946385,78.08104885,77.7181805,77.33825017,76.93672047,76.51715953,76.09603842,75.67351729,75.24916365,74.83553303,74.41733229,74.06100701,73.72022081,73.39114032,73.09217286,72.79391267,72.49234863,72.18081448,71.86981653,71.55523306,71.22947847,70.83811037,70.42509638,70.00200769,69.56716217,69.11709696,68.65474074,68.17868251,67.68359215,67.18506481,66.68399849,66.18432783,65.68567786,65.1862116,64.68238214,64.17262762,63.65692589
IDA blend,IDB,Rural population (% of total population),SP.RUR.TOTL.ZS,81.25593129,80.91483409,80.62182847,80.31958927,80.01779104,79.71182913,79.39962874,79.0777515,78.75135125,78.42247617,78.08025423,77.6545028,77.2409627,76.80639903,76.35971425,75.90853896,75.45685646,75.02598593,74.5888662,74.16472031,73.79293172,73.35289392,72.93422522,72.506869,72.07254725,71.63623465,71.19529447,70.7519536,70.31339928,69.89048058,69.46888279,69.17061619,68.86849456,68.57557664,68.28237076,67.98702558,67.68534124,67.3729017,67.04917575,66.71890846,66.3748828,65.92112381,65.45670125,64.9992147,64.53305794,64.05626759,63.56842049,63.06829878,62.55647541,62.03547358,61.50564945,60.97137447,60.43068088,59.88651795,59.3380998,58.78559696,58.22884493
Indonesia,IDN,Rural population (% of total population),SP.RUR.TOTL.ZS,85.414,85.179,84.942,84.701,84.457,84.211,83.961,83.707,83.451,83.191,82.929,82.662,82.221,81.72,81.207,80.683,80.147,79.602,79.044,78.476,77.896,77.185,76.394,75.585,74.756,73.911,73.047,72.165,71.264,70.349,69.416,68.387,67.297,66.192,65.067,63.924,62.765,61.594,60.407,59.208,57.998,57.218,56.434,55.647,54.855,54.063,53.268,52.472,51.673,50.876,50.076,49.288,48.512,47.748,46.997,46.258,45.534
IDA only,IDX,Rural population (% of total population),SP.RUR.TOTL.ZS,88.72592284,88.43492661,88.12263058,87.79543223,87.45220503,87.09998621,86.75175545,86.37363719,85.98223212,85.57364566,85.16896137,84.74387143,84.29770506,83.84537106,83.387845,83.43729659,82.94947362,82.44316053,81.92003421,81.4362742,80.89704777,80.42474236,80.09909656,79.7517338,79.37499169,78.97161751,78.56768758,78.16214772,77.75013733,77.34426228,76.92891325,76.54095029,76.17692122,75.82487357,75.51775281,75.21289309,74.9073297,74.59279278,74.28457359,73.97302349,73.65152791,73.28554686,72.89193963,72.47972825,72.05488019,71.61367304,71.16077611,70.69479352,70.20743476,69.72050738,69.23672998,68.75780994,68.28221081,67.80745089,67.3282281,66.84165319,66.34760029
Isle of Man,IMN,Rural population (% of total population),SP.RUR.TOTL.ZS,44.877,44.655,44.414,44.174,43.934,43.695,43.53,43.689,43.849,44.009,44.169,44.444,45.23,46.017,46.806,47.597,48.201,48.205,48.209,48.212,48.216,48.22,48.224,48.227,48.231,48.235,48.239,48.243,48.246,48.25,48.254,48.255,48.246,48.236,48.227,48.217,48.208,48.2,48.192,48.185,48.177,48.167,48.149,48.131,48.113,48.095,48.078,48.06,48.042,48.024,48.006,47.988,47.958,47.916,47.862,47.797,47.719
India,IND,Rural population (% of total population),SP.RUR.TOTL.ZS,82.076,81.968,81.782,81.595,81.405,81.215,81.023,80.829,80.634,80.438,80.24,80.009,79.679,79.347,79.009,78.668,78.323,77.974,77.621,77.264,76.902,76.583,76.353,76.121,75.887,75.652,75.415,75.177,74.937,74.695,74.453,74.222,74.016,73.809,73.601,73.393,73.183,72.972,72.76,72.547,72.333,72.082,71.756,71.428,71.097,70.765,70.431,70.094,69.754,69.413,69.07,68.724,68.369,68.006,67.634,67.253,66.864
Not classified,INX,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,IRL,Rural population (% of total population),SP.RUR.TOTL.ZS,54.178,53.76,53.144,52.527,51.909,51.291,50.677,50.077,49.476,48.877,48.278,47.731,47.389,47.048,46.706,46.366,46.025,45.685,45.345,45.006,44.667,44.366,44.206,44.045,43.885,43.725,43.574,43.454,43.334,43.214,43.094,42.954,42.735,42.516,42.298,42.08,41.856,41.605,41.355,41.104,40.854,40.605,40.351,40.075,39.798,39.523,39.248,38.975,38.702,38.431,38.16,37.889,37.614,37.333,37.048,36.759,36.465
"Iran, Islamic Rep.",IRN,Rural population (% of total population),SP.RUR.TOTL.ZS,66.265,65.611,64.949,64.282,63.609,62.932,62.248,61.443,60.563,59.679,58.788,57.89,56.986,56.08,55.168,54.253,53.334,52.53,51.79,51.049,50.307,49.566,48.825,48.084,47.343,46.605,45.867,45.283,44.743,44.206,43.67,43.135,42.347,41.481,40.62,39.764,38.913,38.147,37.412,36.682,35.958,35.242,34.532,33.828,33.131,32.442,31.761,31.136,30.542,29.955,29.374,28.8,28.231,27.68,27.145,26.625,26.121
Iraq,IRQ,Rural population (% of total population),SP.RUR.TOTL.ZS,57.101,55.568,54.022,52.468,50.907,49.349,48.132,47.055,45.98,44.911,43.846,42.786,41.731,40.687,39.649,38.621,37.602,36.596,35.822,35.148,34.479,33.817,33.161,32.512,31.868,31.233,30.604,29.983,29.928,30.111,30.294,30.478,30.663,30.848,31.034,31.22,31.407,31.595,31.612,31.558,31.504,31.45,31.396,31.342,31.288,31.234,31.181,31.127,31.073,31.02,30.966,30.902,30.825,30.738,30.639,30.529,30.408
Iceland,ISL,Rural population (% of total population),SP.RUR.TOTL.ZS,19.7,19.197,18.703,18.219,17.744,17.28,16.825,16.379,15.943,15.517,15.1,14.731,14.37,14.017,13.67,13.331,12.998,12.674,12.356,12.045,11.74,11.467,11.2,10.938,10.681,10.43,10.184,9.943,9.706,9.476,9.25,9.068,8.888,8.713,8.54,8.37,8.203,8.04,7.879,7.733,7.599,7.468,7.338,7.211,7.086,6.963,6.841,6.722,6.605,6.489,6.376,6.266,6.16,6.058,5.958,5.863,5.77
Israel,ISR,Rural population (% of total population),SP.RUR.TOTL.ZS,23.152,22.015,21.246,20.498,19.768,19.06,18.37,17.7,17.048,16.418,15.805,15.211,14.649,14.207,13.776,13.357,12.947,12.55,12.162,11.785,11.417,11.06,10.713,10.392,10.281,10.172,10.064,9.956,9.85,9.745,9.641,9.537,9.435,9.334,9.233,9.134,9.057,8.991,8.926,8.861,8.797,8.733,8.67,8.607,8.544,8.482,8.42,8.359,8.298,8.237,8.176,8.114,8.051,7.988,7.924,7.86,7.795
Italy,ITA,Rural population (% of total population),SP.RUR.TOTL.ZS,40.639,40.144,39.645,39.147,38.65,38.157,37.666,37.178,36.691,36.208,35.728,35.25,34.961,34.759,34.558,34.357,34.156,33.956,33.757,33.558,33.36,33.163,33.114,33.134,33.154,33.174,33.194,33.214,33.234,33.254,33.274,33.294,33.258,33.198,33.138,33.078,33.018,32.958,32.898,32.838,32.778,32.718,32.618,32.499,32.38,32.262,32.144,32.026,31.908,31.791,31.673,31.556,31.44,31.314,31.179,31.036,30.884
Jamaica,JAM,Rural population (% of total population),SP.RUR.TOTL.ZS,66.231,65.5,64.761,64.015,63.26,62.501,61.735,60.964,60.185,59.404,58.676,58.142,57.605,57.067,56.528,55.987,55.443,54.9,54.355,53.809,53.261,52.714,52.187,51.984,51.78,51.576,51.372,51.168,50.964,50.76,50.556,50.344,50.104,49.864,49.625,49.385,49.145,48.905,48.665,48.426,48.186,47.947,47.749,47.563,47.375,47.189,47.002,46.816,46.629,46.443,46.257,46.07,45.873,45.664,45.444,45.212,44.97
Jordan,JOR,Rural population (% of total population),SP.RUR.TOTL.ZS,49.121,47.588,46.785,46.435,46.086,45.738,45.39,45.043,44.704,44.367,44.029,43.692,43.355,43.02,42.685,42.35,42.016,41.684,41.351,41.02,39.971,38.536,37.118,35.722,34.348,33.004,31.685,30.394,29.132,27.905,26.709,25.545,24.414,23.32,22.26,21.635,21.34,21.049,20.761,20.475,20.192,19.913,19.636,19.362,19.091,18.823,18.558,18.296,18.036,17.78,17.527,17.276,17.03,16.789,16.553,16.321,16.095
Japan,JPN,Rural population (% of total population),SP.RUR.TOTL.ZS,36.728,35.787,34.856,33.936,33.028,32.134,31.296,30.484,29.684,28.898,28.123,27.334,26.548,25.78,25.025,24.284,24.056,23.998,23.94,23.882,23.825,23.727,23.617,23.507,23.397,23.288,23.165,23.038,22.912,22.787,22.661,22.527,22.39,22.254,22.119,21.984,21.855,21.728,21.602,21.477,21.351,20.01,18.353,16.804,15.36,14.022,12.943,11.987,11.091,10.257,9.478,8.752,8.098,7.509,6.979,6.502,6.072
Kazakhstan,KAZ,Rural population (% of total population),SP.RUR.TOTL.ZS,55.802,55.254,54.704,54.153,53.6,52.953,52.304,51.654,51.003,50.353,49.764,49.247,48.731,48.215,47.7,47.436,47.172,46.908,46.644,46.3,45.858,45.418,44.978,44.539,44.1,43.99,43.879,43.769,43.659,43.643,43.734,43.825,43.917,44.008,44.1,44.079,44.057,44.036,44.014,44.07,44.271,44.473,44.674,44.876,45.079,45.281,45.484,45.686,45.889,46.092,46.268,46.419,46.542,46.639,46.71,46.753,46.771
Kenya,KEN,Rural population (% of total population),SP.RUR.TOTL.ZS,92.638,92.435,92.226,91.962,91.682,91.395,91.098,90.791,90.475,90.15,89.705,89.222,88.718,88.195,87.651,87.086,86.497,85.888,85.255,84.599,84.417,84.319,84.22,84.121,84.021,83.921,83.82,83.719,83.617,83.515,83.252,82.957,82.658,82.355,82.048,81.737,81.421,81.102,80.778,80.45,80.108,79.761,79.409,79.052,78.69,78.325,77.955,77.58,77.2,76.817,76.429,76.033,75.63,75.22,74.803,74.378,73.945
Kyrgyz Republic,KGZ,Rural population (% of total population),SP.RUR.TOTL.ZS,65.819,65.489,65.156,64.822,64.485,64.149,63.81,63.47,63.129,62.786,62.534,62.391,62.247,62.103,61.958,61.814,61.669,61.524,61.379,61.323,61.373,61.423,61.473,61.523,61.573,61.623,61.673,61.723,61.773,61.935,62.223,62.51,62.797,63.082,63.367,63.651,63.934,64.215,64.496,64.7,64.702,64.704,64.705,64.707,64.708,64.71,64.711,64.713,64.715,64.716,64.697,64.658,64.597,64.517,64.415,64.293,64.15
Cambodia,KHM,Rural population (% of total population),SP.RUR.TOTL.ZS,89.715,89.707,89.667,89.503,89.338,89.17,89,87.902,86.709,85.421,84.03,81.283,78.182,74.737,70.945,95.523,95.18,94.814,94.422,94.001,90.102,87.258,86.969,86.675,86.374,86.069,85.758,85.441,85.117,84.789,84.454,84.113,83.766,83.413,83.054,82.689,82.317,81.94,81.645,81.53,81.414,81.297,81.18,81.063,80.945,80.826,80.707,80.587,80.467,80.334,80.19,80.033,79.863,79.681,79.486,79.277,79.055
Kiribati,KIR,Rural population (% of total population),SP.RUR.TOTL.ZS,83.71,83.082,82.434,81.767,81.08,80.375,79.649,78.903,78.137,77.129,75.912,74.652,73.346,72.003,71.04,70.394,69.738,69.075,68.404,67.964,67.716,67.468,67.218,66.968,66.716,66.459,66.172,65.884,65.595,65.305,65.013,64.728,64.445,64.161,63.877,63.591,62.614,61.248,59.862,58.46,57.042,56.527,56.508,56.488,56.468,56.449,56.429,56.397,56.353,56.296,56.227,56.145,56.052,55.945,55.827,55.696,55.553
St. Kitts and Nevis,KNA,Rural population (% of total population),SP.RUR.TOTL.ZS,72.356,71.731,71.097,70.455,69.803,69.145,68.479,67.804,67.122,66.433,65.859,65.683,65.505,65.328,65.151,64.973,64.794,64.615,64.436,64.256,64.118,64.246,64.374,64.502,64.63,64.757,64.884,65.011,65.138,65.265,65.391,65.526,65.717,65.907,66.096,66.285,66.474,66.661,66.849,67.035,67.222,67.407,67.573,67.719,67.845,67.952,68.039,68.107,68.155,68.184,68.194,68.185,68.156,68.108,68.04,67.953,67.847
"Korea, Rep.",KOR,Rural population (% of total population),SP.RUR.TOTL.ZS,72.29,71.469,70.539,69.593,68.628,67.649,66.653,65.029,63.154,61.244,59.296,57.739,56.308,54.869,53.421,51.967,50.281,48.524,46.767,45.019,43.28,41.593,39.939,38.307,36.699,35.124,33.321,31.437,29.611,27.852,26.156,25.028,24.18,23.355,22.548,21.761,21.338,21.095,20.855,20.616,20.379,20.06,19.701,19.348,18.998,18.655,18.472,18.369,18.267,18.165,18.064,17.963,17.859,17.751,17.64,17.526,17.408
Kuwait,KWT,Rural population (% of total population),SP.RUR.TOTL.ZS,25.107,24.213,23.34,22.489,21.659,20.727,19.284,17.919,16.629,15.418,14.339,13.556,12.808,12.098,11.421,10.616,9.255,8.056,7,6.072,5.219,4.33,3.586,2.966,2.449,2.097,2.083,2.068,2.054,2.04,2.026,2.012,1.998,1.984,1.971,1.957,1.943,1.929,1.915,1.901,1.887,1.872,1.858,1.843,1.828,1.813,1.798,1.783,1.768,1.752,1.737,1.721,1.706,1.69,1.674,1.658,1.642
Latin America & Caribbean (excluding high income),LAC,Rural population (% of total population),SP.RUR.TOTL.ZS,51.61354392,50.81046066,49.99430804,49.17571521,48.35219456,47.57950529,46.80802364,46.03816108,45.26725689,44.49882897,43.73312194,42.95615857,42.18483818,41.43819004,40.70084698,39.96457668,39.23446559,38.50546718,37.77975441,37.06108471,36.35088993,35.67719649,35.02814672,34.38490188,33.74588185,33.11091978,32.48824401,31.87573997,31.26988586,30.67470817,30.09279577,29.54007618,29.01240568,28.50300979,27.9984612,27.50320357,27.03177919,26.55053648,26.07385296,25.61303783,25.15478069,24.78829484,24.44667765,24.11247419,23.78009956,23.45311036,23.1299841,22.81119426,22.49630658,22.18671969,21.88071466,21.57867242,21.28369603,20.99550776,20.71356329,20.43839351,20.16974234
Lao PDR,LAO,Rural population (% of total population),SP.RUR.TOTL.ZS,92.054,91.98,91.905,91.83,91.754,91.677,91.6,91.308,91.006,90.696,90.375,90.045,89.705,89.403,89.163,88.919,88.669,88.416,88.157,87.893,87.623,87.35,87.07,86.786,86.496,86.196,85.882,85.561,85.234,84.902,84.563,84.218,83.867,83.51,83.146,82.622,81.766,80.88,79.961,79.009,78.023,77.007,75.956,74.874,73.758,72.614,71.463,70.312,69.161,68.015,66.877,65.748,64.632,63.531,62.449,61.386,60.346
Lebanon,LBN,Rural population (% of total population),SP.RUR.TOTL.ZS,57.657,55.961,54.248,52.525,50.793,49.065,47.336,45.614,43.899,42.204,40.525,38.94,37.42,35.928,34.46,33.022,31.613,30.241,28.901,27.597,26.328,25.101,23.911,22.76,21.647,20.578,19.546,18.554,17.6,17.237,16.88,16.528,16.182,15.843,15.509,15.18,14.858,14.541,14.23,14.115,14,13.885,13.769,13.652,13.534,13.416,13.297,13.178,13.058,12.938,12.817,12.696,12.574,12.452,12.33,12.208,12.086
Liberia,LBR,Rural population (% of total population),SP.RUR.TOTL.ZS,81.368,80.709,80.031,79.336,78.622,77.892,77.144,76.378,75.593,74.793,73.975,73.14,72.287,71.419,70.53,69.618,68.689,67.748,66.791,65.819,64.833,63.837,62.827,61.806,60.166,57.627,55.044,52.433,49.805,47.186,44.578,42,44.981,47.991,51.019,54.04,57.036,56.696,56.354,56.012,55.669,55.327,54.983,54.639,54.294,53.949,53.604,53.258,52.912,52.559,52.199,51.832,51.459,51.079,50.692,50.299,49.9
Libya,LBY,Rural population (% of total population),SP.RUR.TOTL.ZS,72.677,71.803,70.911,70.002,69.076,66.334,63.302,60.161,56.93,53.648,50.329,47.008,43.708,40.472,38.763,37.215,35.69,34.198,32.735,31.304,29.906,28.549,27.227,25.945,24.7,24.55,24.495,24.44,24.386,24.331,24.277,24.223,24.168,24.114,24.06,24.006,23.952,23.89,23.819,23.741,23.654,23.559,23.456,23.345,23.226,23.1,22.966,22.825,22.676,22.521,22.358,22.188,22.012,21.83,21.641,21.446,21.246
St. Lucia,LCA,Rural population (% of total population),SP.RUR.TOTL.ZS,78.54,78.304,78.066,77.826,77.584,77.34,77.095,76.847,76.597,76.346,76.093,75.838,75.581,75.323,75.062,74.8,74.535,74.27,74.002,73.732,73.46,73.188,72.913,72.636,72.357,72.077,71.795,71.512,71.226,70.939,70.651,70.428,70.631,70.833,71.035,71.235,71.435,71.634,71.832,72.029,72.226,72.527,73.671,74.784,75.867,76.915,77.932,78.916,79.869,80.787,81.55,81.55,81.55,81.541,81.523,81.496,81.46
Latin America & Caribbean,LCN,Rural population (% of total population),SP.RUR.TOTL.ZS,50.7227191,49.93352127,49.13331175,48.33053649,47.52267211,46.76220628,46.00250127,45.2441725,44.48516994,43.72963353,42.97871138,42.22081765,41.46944033,40.74190661,40.02313002,39.30500531,38.59076636,37.87781076,37.16775215,36.46461805,35.76248186,35.07630007,34.41887973,33.7795361,33.14657371,32.51998187,31.90682858,31.30518636,30.71175931,30.13033533,29.56494885,29.03328197,28.5243087,28.02724096,27.53461471,27.05075859,26.58919001,26.1184021,25.65112962,25.20099761,24.75449877,24.39801048,24.06555942,23.74052887,23.4174713,23.0997865,22.78616562,22.47692955,22.17149599,21.87133981,21.57482818,21.28274428,20.99739729,20.71844496,20.44583714,20.17967322,19.91962653
Least developed countries: UN classification,LDC,Rural population (% of total population),SP.RUR.TOTL.ZS,90.41177202,90.16617381,89.89870388,89.61688253,89.32060194,89.01377899,88.69712383,88.34675087,87.98232834,87.60098069,87.21886583,86.80132847,86.35954546,85.9122656,85.45818537,85.55264381,85.07056256,84.56724778,84.04570635,83.54273653,82.98006682,82.49132691,82.16065931,81.80562519,81.42061161,81.01277051,80.60180071,80.18704383,79.76399518,79.34540084,78.91188947,78.50708511,78.12695397,77.75834706,77.43887782,77.12641633,76.81511209,76.4943092,76.1799729,75.86483123,75.54206853,75.16757162,74.7612691,74.33430416,73.89657163,73.44456012,72.98515438,72.51741946,72.0254472,71.52712708,71.02228885,70.51212341,69.99792792,69.48100287,68.96064236,68.43723987,67.9109485
Low income,LIC,Rural population (% of total population),SP.RUR.TOTL.ZS,88.20929842,87.90884359,87.61128977,87.30163717,86.97936756,86.64047403,86.28449082,85.91228107,85.45900882,84.94538257,84.43954116,84.08555798,83.72049304,83.35164584,82.97312223,82.59026517,82.23630036,81.87700115,81.51608504,81.20541334,80.91169918,80.59780492,80.2812872,79.9412945,79.58814013,79.2091667,78.83900687,78.4773053,78.11121452,77.75475289,77.38282631,77.04054444,76.71163545,76.40244915,76.11984758,75.85581387,75.60207537,75.33830609,75.08822672,74.83682305,74.5785647,74.29404125,74.01595545,73.72551709,73.42490616,73.1054485,72.77739206,72.43900337,72.06568845,71.68591235,71.29837784,70.90413588,70.5024836,70.09405695,69.67762152,69.25305882,68.82058156
Liechtenstein,LIE,Rural population (% of total population),SP.RUR.TOTL.ZS,79.563,79.685,79.898,80.11,80.321,80.529,80.736,80.941,81.145,81.346,81.547,81.636,81.646,81.656,81.666,81.676,81.686,81.696,81.706,81.716,81.726,81.813,81.957,82.099,82.241,82.381,82.521,82.66,82.799,82.936,83.072,83.179,83.264,83.349,83.434,83.518,83.71,84.006,84.298,84.586,84.87,85.038,85.094,85.15,85.205,85.261,85.316,85.371,85.426,85.481,85.536,85.59,85.635,85.67,85.695,85.711,85.717
Sri Lanka,LKA,Rural population (% of total population),SP.RUR.TOTL.ZS,83.569,83.408,83.247,83.084,82.733,82.374,82.008,81.636,81.258,80.875,80.486,80.09,80.085,80.23,80.374,80.517,80.66,80.801,80.942,81.082,81.221,81.324,81.336,81.348,81.361,81.373,81.385,81.398,81.41,81.422,81.434,81.447,81.459,81.471,81.484,81.496,81.508,81.52,81.533,81.545,81.557,81.569,81.582,81.594,81.606,81.618,81.63,81.643,81.655,81.667,81.679,81.691,81.703,81.7,81.68,81.644,81.593
Lower middle income,LMC,Rural population (% of total population),SP.RUR.TOTL.ZS,80.19670695,79.96180787,79.69377793,79.42292871,79.1477542,78.86939718,78.59294124,78.30771752,78.02009834,77.72874086,77.43570541,77.11812615,76.73771673,76.34988888,75.95866895,75.71067213,75.3178762,74.92685359,74.53166084,74.13950602,73.7296789,73.31546513,72.9782816,72.63311174,72.27596024,71.91236473,71.54249747,71.17022578,70.79465267,70.42434391,70.02168855,69.70525423,69.39684478,69.08882281,68.7931644,68.50394516,68.21206532,67.91243146,67.60654193,67.29709133,66.97787783,66.65841318,66.2881795,65.909364,65.52185492,65.12588475,64.72150124,64.30925032,63.89019115,63.46624575,63.03743965,62.60502959,62.16561557,61.72070668,61.27117385,60.81455812,60.3534263
Low & middle income,LMY,Rural population (% of total population),SP.RUR.TOTL.ZS,76.38885601,75.88501653,75.40283017,74.94942602,74.4887218,74.24612134,74.01367445,73.76776147,73.51783511,73.26805137,73.01965114,72.76462843,72.47816911,72.15588547,71.79640313,71.49084831,71.1342446,70.77409321,70.3197314,69.78247883,69.23860401,68.685157,68.16616169,67.68419472,67.18850094,66.69091329,66.1984256,65.71285305,65.22919922,64.75793673,64.28515816,63.83057587,63.38010926,62.93033448,62.48629934,62.04271576,61.59904849,61.14861833,60.69374298,60.23571175,59.7698657,59.25747375,58.69816424,58.13052518,57.55681138,56.97884334,56.40700338,55.83761617,55.26245412,54.68620874,54.10903288,53.53204858,52.95983892,52.39617845,51.84197257,51.29724838,50.76272487
Lesotho,LSO,Rural population (% of total population),SP.RUR.TOTL.ZS,96.488,96.04,95.536,94.971,94.339,93.634,92.935,92.575,92.198,91.804,91.392,90.961,90.526,90.095,89.645,89.178,88.787,88.728,88.669,88.61,88.55,88.49,88.43,88.37,88.309,88.248,88.095,87.606,87.099,86.575,86.033,85.473,84.894,84.297,83.681,83.045,82.429,81.951,81.462,80.962,80.452,79.933,79.403,78.863,78.311,77.751,77.18,76.707,76.226,75.741,75.247,74.747,74.24,73.729,73.211,72.688,72.16
Late-demographic dividend,LTE,Rural population (% of total population),SP.RUR.TOTL.ZS,73.83552134,73.07295081,72.41800639,71.85361089,71.27495275,71.16462395,71.07837884,70.95759387,70.83426291,70.71949059,70.61209253,70.51643777,70.40387718,70.21836554,69.95199024,69.66710069,69.39678389,69.11331569,68.63101253,67.95799439,67.28177357,66.60176137,65.92797563,65.34474213,64.73974191,64.13768772,63.54640656,62.9618834,62.37474859,61.80317236,61.24564445,60.61397195,60.02861966,59.37089218,58.7062148,57.98979034,57.3099241,56.61342717,55.90138078,55.17586552,54.42879475,53.55656475,52.60991856,51.64455694,50.66353374,49.672018,48.69517244,47.72259736,46.74319821,45.76394506,44.78371515,43.80589438,42.8503362,41.9207839,41.01911946,40.14533218,39.30192333
Lithuania,LTU,Rural population (% of total population),SP.RUR.TOTL.ZS,60.54,59.557,58.565,57.566,56.559,55.55,54.535,53.516,52.493,51.47,50.445,49.281,48.032,46.79,45.549,44.315,43.085,41.868,40.658,39.639,38.842,38.054,37.27,36.494,35.723,34.962,34.207,33.46,32.72,32.358,32.417,32.477,32.536,32.596,32.655,32.715,32.775,32.834,32.894,32.954,33.014,33.081,33.172,33.263,33.354,33.365,33.294,33.223,33.152,33.158,33.243,33.328,33.396,33.446,33.478,33.492,33.488
Luxembourg,LUX,Rural population (% of total population),SP.RUR.TOTL.ZS,30.444,30.073,29.557,29.047,28.541,28.042,27.548,27.059,26.575,26.098,25.626,25.084,24.472,23.873,23.283,22.703,22.133,21.574,21.025,20.487,19.958,19.556,19.499,19.443,19.387,19.331,19.275,19.22,19.164,19.109,19.053,18.87,18.472,18.143,17.518,17.107,17.175,17.221,17.107,16.552,15.784,15.157,14.701,14.257,13.823,13.402,12.991,12.591,12.2,11.822,11.453,11.094,10.753,10.432,10.128,9.84,9.568
Latvia,LVA,Rural population (% of total population),SP.RUR.TOTL.ZS,47.133,46.337,45.541,44.747,43.955,43.168,42.383,41.602,40.825,40.054,39.287,38.567,37.878,37.195,36.516,35.843,35.174,34.513,33.857,33.314,32.905,32.56,32.278,31.997,31.717,31.44,31.218,31.053,30.888,30.8,30.75,30.799,31.148,31.201,31.099,31.25,31.35,31.4,31.549,31.78,31.933,32.05,32.15,32.2,32.1,32,32.033,32.1,32.166,32.236,32.308,32.38,32.452,32.524,32.579,32.618,32.639
